,country,province,region_1,region_2,winery
24397,Austria,Burgenland,,,Lenz Moser
24399,US,California,Amador County,Sierra Foothills,1850
24400,US,California,California,California Other,337 Wine Cellars
24406,Austria,Niederösterreich,,,Hugl-Wimmer
24410,France,Provence,Côtes de Provence,,Château des Bormettes
24412,US,California,Adelaida District,Central Coast,kukkula
24414,US,California,Los Carneros,Napa-Sonoma,m2 Wines
24423,France,Bordeaux,Haut-Médoc,,Château Belle-Vue
24426,France,Bordeaux,Saint-Émilion,,Château Daugay
24428,France,Bordeaux,Haut-Médoc,,Château Devise d'Ardilley
24429,France,Bordeaux,Pauillac,,Château La Fleur Peyrabon
24432,France,Bordeaux,Saint-Émilion,,Château Moulin Saint-Georges
24444,France,Loire Valley,Savennières-Roche-Aux-Moines,,Domaine FL
24451,US,California,Anderson Valley,,Couloir
24465,Argentina,Other,Jujuy,,Fernando Dupont
24468,Italy,Tuscany,Chianti Classico,,Casa al Vento
24472,US,California,Bennett Valley,Sonoma,Grey Stack
24477,US,California,Paso Robles,Central Coast,Opaque
24478,Australia,Victoria,Pyrenees,,Tournon by Michel Chapoutier
24479,Argentina,Mendoza Province,Mendoza,,Alpasión
24489,US,Oregon,Willamette Valley,Willamette Valley,Vinum Ferus
24494,US,California,Solano County,North Coast,Gauguine
24496,Australia,South Australia,Adelaide Hills,,Loom
24501,US,California,Russian River Valley,Sonoma,Suacci Carciere Wines
24505,France,Loire Valley,Sancerre,,Vincent Grall
24518,US,California,Amador County,Sierra Foothills,Morse
24519,France,Loire Valley,Pouilly-Fumé,,Patrice Moreux
24520,Italy,Tuscany,Brunello di Montalcino,,Querce Bettina
24521,US,California,Napa Valley,Napa,Revival
24522,US,California,Napa Valley,Napa,Row Eleven
24526,France,Loire Valley,Pouilly-Fumé,,Bouchié-Chatelier
24531,US,California,Napa Valley,Napa,Banknote
24534,US,California,Paso Robles,Central Coast,Purple Cowboy
24541,New Zealand,Marlborough,,,Fernz
24544,France,Burgundy,Bourgogne,,Joseph Faiveley
24545,Portugal,Alentejano,,,Julian Reynolds
24548,Italy,Tuscany,Montescudaio,,Marchesi Ginori Lisci
24560,France,Beaujolais,Fleurie,,Domaine de Grand Garant
24564,Australia,South Australia,Eden Valley,,Hewitson
24568,Australia,South Australia,Clare Valley,,Jim Barry
24577,Australia,South Australia,Clare Valley,,Byrne
24580,Spain,Northern Spain,Ribera del Duero,,Val Sotillo
24582,Australia,New South Wales,Riverina,,Three Bridges
24583,US,California,Moon Mountain District Sonoma County,Sonoma,Abbot's Passage
24589,France,Beaujolais,Brouilly,,Les Frères Perroud
24591,Italy,Central Italy,Offida Pecorino,,Il Conte
24601,Chile,Maipo Valley,,,Nuevomundo
24606,Italy,Southern Italy,Galatina,,Valle dell'Asso
24607,US,California,Paso Robles,Central Coast,Venteux
24611,Italy,Sicily & Sardinia,Sicilia,,AgroArgento
24612,Italy,Southern Italy,Puglia,,Antica Enotria
24623,Italy,Southern Italy,Puglia,,Masseria del Fauno
24625,New Zealand,Nelson,,,Nelson Bay
24643,US,California,Santa Barbara,Central Coast,Krow Shore
24646,South Africa,Western Cape,,,Releaf
24650,Italy,Tuscany,Sant'Antimo,,Fanti
24661,Italy,Northeastern Italy,Friuli Aquileia,,Foffani
24664,Italy,Tuscany,Toscana,,Villa La Selva
24668,Italy,Tuscany,Chianti Classico,,Castello di Monsanto
24679,Spain,Northern Spain,Campo de Borja,,Viña Borgia
24680,US,California,Russian River Valley,Sonoma,Wine Guerrilla
24681,France,France Other,Vin de Pays des Portes de Méditerranée,,Domaine Juliette Avril
24689,US,California,California,California Other,Cycles Gladiator
24692,US,California,Dry Creek Valley,Sonoma,Frick
24710,US,Washington,Washington,Washington Other,Red Sky
24713,Portugal,Port,,,Dow's
24731,France,Bordeaux,Graves,,Château de Janicon
24732,France,Bordeaux,Médoc,,Château Mazails
24734,Italy,Veneto,Soave,,Dal Cero Tenuta di Corte Giacobbe
24750,US,California,Sonoma Coast,Sonoma,Foundry
24763,France,Burgundy,Chambolle-Musigny,,Domaine Méo-Camuzet
24779,France,Provence,Coteaux d'Aix-en-Provence,,Château Beaulieu
24790,Portugal,Douro,,,Castello d'Alba
24810,US,California,Ballard Canyon,Central Coast,Seal Beach
24814,US,Oregon,Willamette Valley,Willamette Valley,Toil Oregon
24823,Greece,Santorini,,,Santo Wines
24828,US,Washington,Walla Walla Valley (WA),Columbia Valley,Syzygy
24829,Spain,Northern Spain,Toro,,Tritón
24830,Greece,Peloponnese,,,Voyatzis
24837,US,California,Dry Creek Valley,Sonoma,David Clinton
24840,France,Alsace,Alsace,,Domaine Bernhard & Reibel
24852,Spain,Northern Spain,Vino de la Tierra de Castilla y León,,Peñascal
24854,US,Washington,Washington,Washington Other,Veranda Beach
24858,US,Washington,Washington,Washington Other,Barking Frog
24863,Italy,Central Italy,Trebbiano d'Abruzzo,,Cantina Tollo
24864,US,Washington,Columbia Valley (WA),Columbia Valley,Cascade Ridge
24867,US,California,Carneros,Napa-Sonoma,Illustrious
24870,Hungary,Hungary,,,Count Károlyi
24871,Spain,Galicia,Rías Baixas,,Fulget
24902,Spain,Catalonia,Montsant,,El Raval
24903,Spain,Galicia,Rías Baixas,,Nora
24908,US,California,Mendocino County,,Saint Gregory
24910,Spain,Northern Spain,Rueda,,Legaris
24915,US,New York,Finger Lakes,Finger Lakes,Heart & Hands
24917,US,Washington,Columbia Valley (WA),Columbia Valley,Thomas O'Neil Cellars
24920,US,Washington,Lake Chelan,Columbia Valley,Wapato Point Cellars
24927,US,Washington,Walla Walla Valley (WA),Columbia Valley,Ash Hollow
24956,US,Oregon,Ribbon Ridge,Willamette Valley,Matello
24963,France,Bordeaux,Graves,,Château Langlet
24975,Spain,Catalonia,Cava,,Mistinguett
24981,US,New York,North Fork of Long Island,Long Island,Palmer
24990,Spain,Levante,Utiel-Requena,,Spartico
24991,US,California,North Coast,,Stargazer Barn
24994,Italy,Piedmont,Barbera d'Asti,,Tre Secoli
24995,US,California,Paso Robles,Central Coast,Twisted Paso
25002,France,Beaujolais,Beaujolais-Villages,,Bulliat
25017,Italy,Northeastern Italy,Trento,,Giulio Ferrari
25024,Italy,Tuscany,Chianti Classico,,Casuccio Tarletti
25026,France,Rhône Valley,Lirac,,Château Mont-Redon
25031,France,Beaujolais,Morgon,,Domaine de la Combe au Loup
25040,Spain,Catalonia,Montsant,,Agricola Falset-Marca
25060,US,California,Rockpile,Sonoma,Trecini
25069,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Grand Bourgeau
25073,France,Bordeaux,Saint-Émilion,,Château Valade
25079,US,California,Sonoma County,Sonoma,Outlot
25090,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,,Fattoria Coroncino
25093,US,California,Russian River Valley,Sonoma,Moshin
25094,France,France Other,Vin de France,,Pierre Moulin
25096,US,California,Dry Creek Valley,Sonoma,Rancho Maria
25102,Spain,Northern Spain,Rioja,,6cepas6
25103,Italy,Northeastern Italy,Alto Adige,,Egger-Ramer
25109,Spain,Galicia,Rías Baixas,,Lagar de Indra
25112,Italy,Central Italy,Terre di Chieti,,Terra d'Aligi
25121,US,California,Paso Robles,Central Coast,Grizzly Republic
25152,Spain,Northern Spain,Rioja,,Vallobera
25166,France,Champagne,Champagne,,Piper-Heidsieck
25171,Argentina,Mendoza Province,Mendoza,,Loscano
25177,Uruguay,Progreso,,,Pisano
25184,France,France Other,Corse,,Clos Poggiale
25188,US,California,California,California Other,Three Pines
25193,France,France Other,Corse,,Domaine Petroni
25202,Italy,Tuscany,Brunello di Montalcino,,Sesta di Sopra
25206,US,California,Russian River Valley,Sonoma,John Tyler
25207,Italy,Tuscany,Brunello di Montalcino,,La Fiorita
25209,US,California,Santa Barbara County,Central Coast,Mistress
25216,Italy,Tuscany,Brunello di Montalcino,,Il Valentiano
25224,Italy,Tuscany,Chianti Classico,,La Madonnina
25225,Australia,South Australia,Clare Valley,,Leasingham
25227,Italy,Tuscany,Chianti Classico,,Antico Borgo di Sugame
25229,France,Loire Valley,Muscadet Sèvre et Maine,,Domaine des Amoureux
25239,Australia,South Australia,Adelaide Hills,,Shottesbrooke
25241,New Zealand,Marlborough,,,Otuwhero
25247,France,Burgundy,Crémant de Bourgogne,,Paul Delane
25248,Spain,Northern Spain,Toro,,Rejadorada
25254,Spain,Northern Spain,Rueda,,Condesa Eylo
25255,France,Burgundy,Chablis,,Domaine de Biéville
25260,Spain,Northern Spain,Navarra,,Jardín de Lúculo
25262,Spain,Galicia,Rías Baixas,,Bodegas Aquitania
25263,Spain,Levante,Jumilla,,Bodegas San Isidro
25266,US,California,San Luis Obispo County,Central Coast,Bishop's Peak
25277,US,California,Edna Valley,Central Coast,Bodegas M
25281,US,Washington,Columbia Valley (WA),Columbia Valley,Thorny Rose
25285,Turkey,Elazığ-Diyarbakir,,,Kayra
25306,France,Bordeaux,Margaux,,Chateau Desmirail
25307,France,Bordeaux,Margaux,,Château la Gurgue
25309,France,Bordeaux,Médoc,,Château Leboscq
25312,South Africa,Western Cape,,,Porcupine Ridge
25315,New Zealand,Marlborough,,,Steely Dan
25316,Italy,Southern Italy,Basilicata,,Terre degli Svevi
25320,Italy,Veneto,Valpolicella Classico Superiore Ripasso,,Luciana Cordioli
25330,Italy,Tuscany,Brunello di Montalcino,,Casanova di Neri
25339,Italy,Tuscany,Brunello di Montalcino,,La Fortuna
25342,US,California,Howell Mountain,Napa,Pestoni Family
25362,Portugal,Tejo,,,Moura Basto
25374,Italy,Central Italy,Sangiovese di Romagna,,Villa Bagnolo
25376,Mexico,Valle de Guadalupe,,,Vinicola Urbana
25382,US,California,Napa Valley,Napa,Yao Ming
25390,US,California,Oakville,Napa,Tierra Roja
25392,US,California,Napa Valley,Napa,Whetstone
25394,US,California,Napa Valley,Napa,Tuck Beckstoffer
25408,Germany,Mosel,,,Staatliche Weinbaudomäne Trier
25413,France,Beaujolais,Fleurie,,Vaucher Père et Fils
25428,US,California,Rutherford,Napa,Foley Johnson
25433,Italy,Tuscany,Chianti Classico,,Carobbio
25435,France,Southwest France,Brulhois,,Château Labastide Orliac
25437,France,Bordeaux,Lalande de Pomerol,,La Fleur de Boüard
25438,France,Bordeaux,Haut-Médoc,,Ma Verité
25442,France,Bordeaux,Haut-Médoc,,Chateau La Tour Carnet
25443,US,California,Napa Valley,Napa,Trespass
25446,France,Bordeaux,Saint-Estèphe,,Château Marbuzet
25451,France,Bordeaux,Pomerol,,Château le Bon Pasteur
25453,France,Bordeaux,Bordeaux,,Girolate
25455,US,California,Napa Valley,Napa,Charles Creek
25466,Macedonia,Tikves,,,Bovin
25472,Cyprus,Cyprus,,,Panayia
25473,US,California,Napa Valley,Napa,Pursuit
25479,US,California,Dry Creek Valley,Sonoma,Bedarra
25481,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Métairie Neuve
25495,Italy,Veneto,Bardolino Classico,,Villabella
25497,Uruguay,Uruguay,,,Alto de la Ballena
25513,Croatia,Korčula,,,Pošip Čara
25515,US,America,,,Ryker's Cellars
25521,France,Loire Valley,Sancerre,,Henry Natter
25525,France,Loire Valley,Muscadet Sèvre et Maine,,Les Vignerons des Terroirs de la Noëlle
25527,Spain,Central Spain,Vino de la Tierra de Castilla,,Pallas
25529,Spain,Northern Spain,Navarra,,Lurra
25531,US,California,Russian River Valley,Sonoma,Three Knights
25536,Spain,Northern Spain,Rioja,,Casa Juan
25539,France,Bordeaux,Bordeaux,,Château Fleur la Forge
25544,US,California,Central Coast,Central Coast,Joey Tensley
25568,France,Burgundy,Savigny-lès-Beaune,,Denis Père et Fils
25570,Chile,Chile,,,Trio
25578,France,Languedoc-Roussillon,Pays d'Oc,,Les Vignobles Foncalieu
25582,France,Burgundy,,,Pierre-Yves et Olivier Fichet
25586,Spain,Catalonia,Costers del Segre,,Castell d'Encus
25589,France,Burgundy,Saint-Véran,,Domaine des Deux Roches
25592,US,California,California,California Other,Surf Swim
25631,US,California,Napa Valley,Napa,Jamieson Canyon
25646,Australia,South Australia,Clare Valley,,Mitchell
25647,US,Oregon,Oregon,Oregon Other,Cuneo
25656,US,California,California,California Other,Main & Geary
25660,France,Bordeaux,Bordeaux,,Augey
25665,Argentina,Mendoza Province,Mendoza,,Solo Contigo
25669,France,Bordeaux,Bordeaux,,Château Bel Air Moulard
25670,France,Bordeaux,Bordeaux Blanc,,Château de Virecourt
25672,France,Bordeaux,Bordeaux,,Les Hauts de Lagarde
25679,US,California,Napa Valley,Napa,Lola Kay
25683,Spain,Andalucia,Jerez,,Pedro Romero
25692,South Africa,Constantia,,,Constantia Glen
25697,Italy,Piedmont,Moscato d'Asti,,Gianni Doglia
25714,France,Bordeaux,Pomerol,,Château la Bassonnerie
25719,France,Bordeaux,Bordeaux,,De Mour
25723,US,California,California,California Other,Forefront
25734,US,California,California,California Other,Echelon
25741,Italy,Northeastern Italy,Colli Orientali del Friuli,,La Viarte
25761,US,California,Santa Lucia Highlands,Central Coast,Nacina
25765,US,California,Santa Barbara County,Central Coast,Ternion
25768,Italy,Tuscany,Vino Nobile di Montepulciano,,Le Bèrne
25772,Austria,Wiener Gemischter Satz,,,Mayer am Pfarrplatz
25777,New Zealand,Central Otago,,,Ant Moore
25779,US,California,Santa Ynez Valley,Central Coast,Axis Mundi
25782,Italy,Tuscany,Chianti Classico,,Castello di Uzzano
25787,Italy,Central Italy,Orvieto,,Sergio Mottura
25790,Italy,Tuscany,Toscana,,Le Palaie
25794,New Zealand,Wairarapa,,,Matahiwi
25796,Italy,Tuscany,Vernaccia di San Gimignano,,Il Colombaio di Santa Chiara
25802,France,Burgundy,Chablis,,Domaine Christian Moreau Père et Fils
25804,France,Southwest France,Jurançon,,Domaine Nigri
25810,US,California,Paso Robles,Central Coast,Seven Oxen
25822,Hungary,Tokaji,,,Béres
25824,Spain,Northern Spain,Rioja,,Remírez de Ganuza
25838,South Africa,Durbanville,,,Diemersdal
25840,Australia,South Australia,South Australia,,2 Up
25841,Slovenia,Vipavska Dolina,,,Burja
25847,US,California,Sonoma Coast,Sonoma,Don & Sons
25859,Spain,Catalonia,Priorat,,Pahí Poboleda
25868,US,Washington,Columbia Valley (WA),Columbia Valley,Lullaby
25871,Chile,Curicó Valley,,,Patagón
25886,US,New York,Seneca Lake,Finger Lakes,Seneca Shore
25887,US,New York,Finger Lakes,Finger Lakes,Six Mile Creek
25888,Mexico,Valle de Guadalupe,,,Vena Cava
25890,France,Bordeaux,Bordeaux Blanc,,Château de Beauregard-Ducourt
25897,Portugal,Dão,,,Caves da Montanha
25898,France,France Other,Vin de France,,Château de Tigné
25901,France,Burgundy,Saint-Véran,,Jean Curial
25902,France,Burgundy,Viré-Clessé,,Jean-Marie Chaland
25911,Italy,Piedmont,Barolo,,Aldo Clerico
25914,Italy,Piedmont,Barolo,,Monti
25917,Italy,Piedmont,Barolo,,Rocche dei Manzoni
25920,US,Texas,Texas High Plains,,Spicewood
25942,Georgia,Kakheti,,,Telavi
25945,Italy,Southern Italy,Campania,,Orion Wine
25957,Spain,Northern Spain,Ribera del Duero,,Áster
25963,Italy,Central Italy,Montefalco Rosso,,Milziade Antano
25965,US,California,Paso Robles,Central Coast,Law
25988,France,Loire Valley,Anjou,,Clau de Nell
25993,France,Burgundy,Chablis,,Domaine Bègue-Mathiot
26000,US,California,Atlas Peak,Napa,Antica
26018,Italy,Central Italy,Verdicchio di Matelica,,Capestrano
26021,France,Rhône Valley,Côtes du Rhône,,Andrieux & Fils
26023,Italy,Central Italy,Marche,,Domodimonti
26026,France,Rhône Valley,Côtes du Rhône,,Skalli
26035,France,Bordeaux,Bordeaux Supérieur,,Château la Mothe du Barry
26036,France,Bordeaux,Bordeaux,,Château le Sèpe
26037,France,Bordeaux,Blaye Côtes de Bordeaux,,Château les Berthets
26045,France,Bordeaux,Blaye Côtes de Bordeaux,,Château les Bertrands
26050,Spain,Catalonia,Cava,,Villa Conchi
26051,Spain,Northern Spain,Cariñena,,Beso de Vino
26055,Spain,Northern Spain,Cariñena,,Lelia
26060,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Haut Millet
26061,France,Bordeaux,Blaye Côtes de Bordeaux,,Château les Grands  Maréchaux
26062,France,Bordeaux,Bordeaux,,Château Roustaing
26065,Italy,Tuscany,Bolgheri,,Ferrari Iris e Figli
26068,Italy,Tuscany,Toscana,,Mocine
26069,US,California,Mendocino,,Jeriko
26075,US,California,Sonoma Coast,Sonoma,Ricochet
26077,US,Washington,Red Mountain,Columbia Valley,Tapteil Vineyard
26079,Italy,Tuscany,Morellino di Scansano,,Tenuta Pietramora
26089,France,Burgundy,Pouilly-Fuissé,,Domaine Luquet
26094,US,California,Spring Mountain District,Napa,Vineyard 7&8
26110,US,California,Spring Mountain District,Napa,Marston Family
26117,New Zealand,Wairarapa,,,Schubert
26120,Italy,Southern Italy,Taurasi,,Cantina Dei Monaci
26124,Italy,Southern Italy,Taurasi,,Fratelli Urciuolo
26125,US,California,Napa Valley,Napa,Salexis
26127,Australia,South Australia,Wrattonbully,,TapaNappa
26135,Spain,Central Spain,La Mancha,,El Vinculo
26136,Spain,Northern Spain,Ribera del Duero,,Finca El Encinal
26145,Australia,Victoria,Mornington Peninsula,,Stonier
26149,Italy,Veneto,Valdobbiadene Prosecco Superiore,,Santa Margherita
26151,France,Champagne,Champagne,,Armand de Brignac
26162,US,California,El Dorado,Sierra Foothills,Cedarville
26164,France,Bordeaux,Saint-Émilion,,Château de Lescours
26166,France,Bordeaux,Cadillac Côtes de Bordeaux,,Château La Caussade
26167,France,Bordeaux,Blaye Côtes de Bordeaux,,Château Noël Les Charmes
26168,France,Bordeaux,Montagne-Saint-Émilion,,Château Tour Bayard
26173,Spain,Northern Spain,Toro,,Vatan
26179,Italy,Piedmont,Barolo,,Oddero
26200,France,Burgundy,Viré-Clessé,,Domaine André Bonhomme
26205,Italy,Sicily & Sardinia,Isola dei Nuraghi,,Capichera
26210,US,California,Santa Barbara County,Central Coast,Dark Earth
26212,France,Burgundy,Saint-Véran,,Domaine des Valanges
26218,US,California,Sonoma Valley,Sonoma,Romililly
26224,Portugal,Bairrada,,,Vadio Wines
26227,Turkey,Turkey,,,Turasan
26233,US,Washington,Columbia Valley (WA),Columbia Valley,Caterina
26252,US,California,Dry Creek Valley,Sonoma,Passalacqua
26258,France,Provence,Côtes de Provence,,Mirabeau
26271,Italy,Piedmont,Roero,,Marco Porello
26284,France,Provence,Côtes de Provence,,Fabre en Provence
26287,Spain,Galicia,Rías Baixas,,Mar de Frades
26295,Mexico,Valle de Guadalupe,,,Viñas de Garza
26303,US,Virginia,Virginia,,Rappahannock Cellars
26306,US,Virginia,Virginia,,Sunset Hills
26307,Spain,Central Spain,Vino de la Tierra de Castilla,,Tinedo
26308,Italy,Central Italy,Gutturnio Colli Piacentini,,Torre Fornello
26316,Spain,Catalonia,Cava,,Mas de Monistrol
26319,US,California,Carneros,Napa-Sonoma,The Grifter
26325,Italy,Sicily & Sardinia,Terre Siciliane,,Cantine Ermes
26329,France,Bordeaux,Côtes de Bourg,,Château Moulin Eyquem
26331,France,Bordeaux,Moulis-en-Médoc,,Château Pomeys
26335,France,Bordeaux,Bordeaux Blanc,,Domaine du Claouset
26337,US,California,Russian River Valley,Sonoma,El Lugar
26347,France,Bordeaux,Médoc,,Château de Tourteyron
26349,US,Washington,Yakima Valley,Columbia Valley,Ramseyer
26359,France,Burgundy,Marsannay,,Domaine Bruno Clair
26369,Italy,Tuscany,Bolgheri,,Le Grascete
26371,US,Washington,Columbia Valley (WA),Columbia Valley,Merriman
26377,New Zealand,Waiheke Island,,,Man O' War
26386,Italy,Tuscany,Maremma,,Poggio Verrano
26408,France,Bordeaux,Haut-Médoc,,Château Lamothe-Bergeron
26431,Germany,Nahe,,,Schäfer-Fröhlich
